Indentation

 + User defined profile

+ User defined profile
   Acquisition Rate :	20.0 [Hz]
   Max load :	5.00 	mN
   Loading rate :	3.00 	mN/min
   Pause :	10.0 s
   Max load :	0.50 	mN
   Loading rate :	8.00 	mN/min
   Pause :	90.0 s
   Max load :	0.00 	mN
   Loading rate :	8.00 	mN/min
+ TTX-NHT S/N: 01-05628 settings
   Approach distance : 3000 nm
   Approach speed : 2000 nm/min
   Retract speed : 2001 nm/min
   Dz sensor in fine range
   Stiffness Threshold : 1000 µN/µm
   Spring Compliance : 0.924 mm/N
   Warning: Factory spring compliance
   (Computed: 0.727 mm/N)


Date :11/24/2021
Time :3:10:20 PM

   Method :	Oliver & Pharr

 + Parameters

  Unload Fit [40%,98%]

 + Main results

   HIT=	42.484 	MPa
   EIT=	1.0325 	GPa
   E*=	1.1346 	GPa

 + Hypothesis

   hc out of calibrated range [111 nm, 1466 nm]
   m out of O&P hypothesis
   Poisson's ratio(nu)=	0.30 

 + Additional results

   HVIT=	3.9345 	 Vickers
   nIT=	40.87 %
   Fmax=	4.88 	mN
   hmax=	2366.25 	nm
   S=	0.0142 	mN/nm
   hc=	2115.94 	nm
   hr=	2021.95 	nm
   hp=	-4519.86 	nm
   m=	20.0000 
   Epsilon=	0.73 
   R2=	0.827
   Ap=	114878689.45 	nm²
   Welast=	2032.87 pJ
   Wplast=	2940.75 pJ
   Wtotal=	4973.62 pJ
   Er=	1.1335 	GPa

Measured values
Time (s)	Pd (nm)	Fn (mN)	FnRef (mN)	SegmentID
98.1	2333.9829	4.8805	0	5
98.15	2334.6109	4.8828	0	5
98.2	2335.346	4.8853	0	5
98.25	2335.273	4.8903	0	5
98.3	2335.5772	4.8859	0	5
98.35	2335.7007	4.8808	0	5
98.4	2335.8878	4.8772	0	5
98.45	2335.7698	4.8709	0	5
98.5	2335.9594	4.8644	0	5
98.55	2336.2769	4.8577	0	5
98.6	2335.9476	4.8498	0	5
98.65	2335.574	4.8415	0	5
98.7	2335.3944	4.8339	0	5
98.75	2335.2448	4.8281	0	5
98.8	2335.316	4.8234	0	5
98.85	2335.4804	4.8149	0	5
98.9	2335.4722	4.8082	0	5
98.95	2335.3085	4.805	0	5
99	2334.9604	4.7992	0	5
99.05	2334.7262	4.7921	0	5
99.1	2334.675	4.7809	0	5
99.15	2334.6157	4.7722	0	5
99.2	2334.5925	4.768	0	5
99.25	2334.2348	4.7617	0	5
99.3	2333.7655	4.7551	0	5
99.35	2333.8476	4.7499	0	5
99.4	2333.9072	4.7433	0	5
99.45	2333.8965	4.7377	0	5
99.5	2333.859	4.7312	0	5
99.55	2333.6241	4.7241	0	5
99.6	2333.7121	4.7159	0	5
99.65	2333.3922	4.7095	0	5
99.7	2332.8767	4.7069	0	5
99.75	2332.6607	4.6993	0	5
99.8	2332.6855	4.6866	0	5
99.85	2332.4411	4.6801	0	5
99.9	2332.1464	4.6746	0	5
99.95	2332.6091	4.6695	0	5
100	2332.0432	4.6627	0	5
100.05	2331.241	4.6561	0	5
100.1	2331.3572	4.6519	0	5
100.15	2331.4797	4.6439	0	5
100.2	2330.8003	4.6336	0	5
100.25	2330.7228	4.6274	0	5
100.3	2330.9606	4.6212	0	5
100.35	2330.5079	4.6172	0	5
100.4	2330.336	4.6114	0	5
100.45	2329.9745	4.6028	0	5
100.5	2329.8831	4.5983	0	5
100.55	2329.5198	4.5913	0	5
100.6	2329.2128	4.5828	0	5
100.65	2329.3379	4.5751	0	5
100.7	2328.9156	4.569	0	5
100.75	2328.7456	4.5635	0	5
100.8	2328.5014	4.56	0	5
100.85	2328.0618	4.5518	0	5
100.9	2328.1057	4.5421	0	5
100.95	2327.4977	4.5346	0	5
101	2327.7151	4.5277	0	5
101.05	2327.799	4.5219	0	5
101.1	2327.3222	4.5166	0	5
101.15	2326.8595	4.5117	0	5
101.2	2326.3045	4.5053	0	5
101.25	2326.2674	4.4971	0	5
101.3	2326.0273	4.4938	0	5
101.35	2325.9921	4.4824	0	5
101.4	2326.0212	4.4726	0	5
101.45	2325.8213	4.4682	0	5
101.5	2325.6087	4.4613	0	5
101.55	2325.1938	4.4586	0	5
101.6	2325.1612	4.4499	0	5
101.65	2324.5626	4.4428	0	5
101.7	2324.3277	4.4388	0	5
101.75	2324.6526	4.4297	0	5
101.8	2324.0464	4.422	0	5
101.85	2323.7267	4.4138	0	5
101.9	2323.6542	4.407	0	5
101.95	2323.3234	4.404	0	5
102	2322.9896	4.3952	0	5
102.05	2322.636	4.3891	0	5
102.1	2322.6842	4.3837	0	5
102.15	2322.546	4.3758	0	5
102.2	2322.0501	4.3722	0	5
102.25	2321.845	4.3665	0	5
102.3	2321.7079	4.357	0	5
102.35	2321.8086	4.3486	0	5
102.4	2321.3495	4.3413	0	5
102.45	2321.0817	4.3372	0	5
102.5	2321.0137	4.3311	0	5
102.55	2320.6347	4.3248	0	5
102.6	2320.5053	4.3177	0	5
102.65	2319.9428	4.3097	0	5
102.7	2319.6424	4.3015	0	5
102.75	2319.5933	4.2949	0	5
102.8	2319.3425	4.29	0	5
102.85	2319.3853	4.2852	0	5
102.9	2318.8512	4.2785	0	5
102.95	2318.5012	4.269	0	5
103	2318.4633	4.2607	0	5
103.05	2318.0847	4.2544	0	5
103.1	2317.9628	4.2486	0	5
103.15	2317.8266	4.2437	0	5
103.2	2317.428	4.2387	0	5
103.25	2317.1982	4.2325	0	5
103.3	2317.2223	4.2216	0	5
103.35	2317.1436	4.2138	0	5
103.4	2316.7891	4.2098	0	5
103.45	2316.5947	4.2027	0	5
103.5	2316.4781	4.1969	0	5
103.55	2316.0988	4.1914	0	5
103.6	2315.4676	4.1844	0	5
103.65	2315.3198	4.1779	0	5
103.7	2315.3637	4.1715	0	5
103.75	2315.0183	4.1634	0	5
103.8	2314.5497	4.1548	0	5
103.85	2314.2441	4.1483	0	5
103.9	2314.338	4.1458	0	5
103.95	2313.9679	4.1381	0	5
104	2313.6532	4.127	0	5
104.05	2313.7218	4.1235	0	5
104.1	2313.6238	4.1176	0	5
104.15	2313.2616	4.1078	0	5
104.2	2312.8351	4.1013	0	5
104.25	2312.5959	4.0956	0	5
104.3	2312.4194	4.0903	0	5
104.35	2312.3303	4.0823	0	5
104.4	2312.1225	4.0747	0	5
104.45	2311.6064	4.0713	0	5
104.5	2311.2428	4.0643	0	5
104.55	2310.9938	4.058	0	5
104.6	2311.0845	4.051	0	5
104.65	2310.691	4.0448	0	5
104.7	2310.1887	4.0389	0	5
104.75	2310.0484	4.0302	0	5
104.8	2309.691	4.0235	0	5
104.85	2309.3949	4.0168	0	5
104.9	2309.1007	4.009	0	5
104.95	2308.8608	4.0018	0	5
105	2308.701	3.9949	0	5
105.05	2308.3329	3.9879	0	5
105.1	2308.1448	3.9835	0	5
105.15	2307.9873	3.9785	0	5
105.2	2307.5557	3.9701	0	5
105.25	2307.176	3.9664	0	5
105.3	2306.9611	3.9582	0	5
105.35	2306.9097	3.9484	0	5
105.4	2306.3918	3.9415	0	5
105.45	2306.111	3.9334	0	5
105.5	2305.7235	3.9287	0	5
105.55	2305.3195	3.923	0	5
105.6	2305.3795	3.9159	0	5
105.65	2305.226	3.9102	0	5
105.7	2305.3859	3.9019	0	5
105.75	2304.8829	3.8952	0	5
105.8	2304.1008	3.8895	0	5
105.85	2303.8425	3.8841	0	5
105.9	2303.6608	3.8781	0	5
105.95	2303.5298	3.8688	0	5
106	2302.9207	3.8629	0	5
106.05	2302.9662	3.8574	0	5
106.1	2302.8068	3.8499	0	5
106.15	2302.1879	3.8434	0	5
106.2	2302.1374	3.8367	0	5
106.25	2302.0767	3.8306	0	5
106.3	2302.0287	3.8234	0	5
106.35	2301.4141	3.8151	0	5
106.4	2300.9562	3.8084	0	5
106.45	2301.058	3.8019	0	5
106.5	2300.8236	3.7989	0	5
106.55	2300.8668	3.7935	0	5
106.6	2300.5349	3.7836	0	5
106.65	2300.1781	3.7754	0	5
106.7	2299.8079	3.7694	0	5
106.75	2299.4246	3.762	0	5
106.8	2299.3455	3.7566	0	5
106.85	2298.923	3.7497	0	5
106.9	2298.5517	3.7412	0	5
106.95	2298.1067	3.7353	0	5
107	2297.5526	3.7304	0	5
107.05	2297.5849	3.7247	0	5
107.1	2297.4981	3.7193	0	5
107.15	2297.0399	3.7109	0	5
107.2	2296.5372	3.7025	0	5
107.25	2296.6277	3.6951	0	5
107.3	2296.3732	3.69	0	5
107.35	2296.0147	3.6872	0	5
107.4	2295.9483	3.6792	0	5
107.45	2295.2145	3.6698	0	5
107.5	2294.5747	3.663	0	5
107.55	2294.521	3.6555	0	5
107.6	2294.5843	3.651	0	5
107.65	2294.1611	3.6447	0	5
107.7	2293.3412	3.6362	0	5
107.75	2292.575	3.6305	0	5
107.8	2292.1484	3.6237	0	5
107.85	2292.2698	3.6158	0	5
107.9	2292.1248	3.6086	0	5
107.95	2291.7041	3.6006	0	5
108	2291.6291	3.5964	0	5
108.05	2291.3746	3.5921	0	5
108.1	2291.1666	3.5838	0	5
108.15	2290.4993	3.5765	0	5
108.2	2290.4345	3.5704	0	5
108.25	2290.1914	3.5655	0	5
108.3	2289.803	3.5579	0	5
108.35	2289.6409	3.5484	0	5
108.4	2289.0482	3.5435	0	5
108.45	2288.8747	3.536	0	5
108.5	2288.9299	3.5288	0	5
108.55	2288.3933	3.5244	0	5
108.6	2287.8806	3.5172	0	5
108.65	2287.404	3.5098	0	5
108.7	2287.7396	3.5005	0	5
108.75	2287.5987	3.4951	0	5
108.8	2286.8349	3.4922	0	5
108.85	2286.7124	3.4832	0	5
108.9	2286.5164	3.4752	0	5
108.95	2286.3074	3.4702	0	5
109	2285.3643	3.4669	0	5
109.05	2284.2131	3.4628	0	5
109.1	2283.3468	3.4528	0	5
109.15	2282.5082	3.4452	0	5
109.2	2281.724	3.4391	0	5
109.25	2279.503	3.4325	0	5
109.3	2277.946	3.4249	0	5
109.35	2277.2734	3.4172	0	5
109.4	2276.8646	3.4104	0	5
109.45	2276.3316	3.4025	0	5
109.5	2276.1263	3.3956	0	5
109.55	2275.908	3.3911	0	5
109.6	2275.6227	3.3834	0	5
109.65	2275.5019	3.3765	0	5
109.7	2274.1504	3.3731	0	5
109.75	2272.7127	3.3646	0	5
109.8	2272.0261	3.357	0	5
109.85	2270.6634	3.3523	0	5
109.9	2269.6582	3.345	0	5
109.95	2268.0368	3.3397	0	5
110	2266.1546	3.3345	0	5
110.05	2265.0241	3.3264	0	5
110.1	2264.1905	3.3167	0	5
110.15	2264.3854	3.3085	0	5
110.2	2264.1544	3.3038	0	5
110.25	2263.2622	3.2993	0	5
110.3	2260.837	3.2917	0	5
110.35	2258.8341	3.2869	0	5
110.4	2258.5751	3.2816	0	5
110.45	2258.2715	3.272	0	5
110.5	2257.4096	3.2626	0	5
110.55	2255.6347	3.2549	0	5
110.6	2253.5397	3.2507	0	5
110.65	2251.979	3.2464	0	5
110.7	2251.1165	3.2398	0	5
110.75	2250.459	3.2336	0	5
110.8	2250.1179	3.2255	0	5
110.85	2249.8903	3.2172	0	5
110.9	2249.107	3.2112	0	5
110.95	2248.4058	3.2056	0	5
111	2248.0786	3.1972	0	5
111.05	2247.2385	3.1892	0	5
111.1	2246.6243	3.1816	0	5
111.15	2245.8235	3.1741	0	5
111.2	2244.9993	3.1681	0	5
111.25	2244.4015	3.1653	0	5
111.3	2243.1021	3.1605	0	5
111.35	2242.2719	3.1529	0	5
111.4	2241.9436	3.1465	0	5
111.45	2241.5312	3.1388	0	5
111.5	2240.7351	3.1313	0	5
111.55	2239.6676	3.1251	0	5
111.6	2239.1267	3.1172	0	5
111.65	2238.541	3.1103	0	5
111.7	2237.5298	3.1031	0	5
111.75	2236.8407	3.0947	0	5
111.8	2236.1203	3.0915	0	5
111.85	2234.8355	3.0852	0	5
111.9	2234.3523	3.0783	0	5
111.95	2233.6126	3.0732	0	5
112	2232.0504	3.0638	0	5
112.05	2230.6479	3.0572	0	5
112.1	2229.6568	3.0523	0	5
112.15	2229.22	3.0448	0	5
112.2	2228.3551	3.0369	0	5
112.25	2227.4226	3.031	0	5
112.3	2226.8624	3.0257	0	5
112.35	2225.7103	3.0184	0	5
112.4	2224.9113	3.0105	0	5
112.45	2224.3704	3.0046	0	5
112.5	2223.7046	2.9987	0	5
112.55	2223.2967	2.99	0	5
112.6	2222.3949	2.9834	0	5
112.65	2221.56	2.9766	0	5
112.7	2221.0905	2.9707	0	5
112.75	2220.1326	2.9656	0	5
112.8	2219.0837	2.9597	0	5
112.85	2218.1455	2.9542	0	5
112.9	2217.4398	2.9441	0	5
112.95	2216.9282	2.9361	0	5
113	2216.6121	2.9296	0	5
113.05	2215.7606	2.9232	0	5
113.1	2215.2229	2.9163	0	5
113.15	2214.9405	2.9095	0	5
113.2	2214.1026	2.9067	0	5
113.25	2213.3377	2.8991	0	5
113.3	2212.4385	2.8898	0	5
113.35	2211.797	2.8832	0	5
113.4	2211.1195	2.8756	0	5
113.45	2210.1436	2.8693	0	5
113.5	2209.3562	2.866	0	5
113.55	2208.4751	2.8602	0	5
113.6	2207.3078	2.8504	0	5
113.65	2206.8624	2.844	0	5
113.7	2206.5759	2.8386	0	5
113.75	2205.6352	2.8304	0	5
113.8	2204.808	2.8249	0	5
113.85	2204.045	2.8183	0	5
113.9	2203.211	2.8133	0	5
113.95	2202.6041	2.8052	0	5
114	2201.866	2.7974	0	5
114.05	2201.1373	2.7902	0	5
114.1	2200.0116	2.784	0	5
114.15	2198.663	2.7805	0	5
114.2	2197.9022	2.7716	0	5
114.25	2196.9552	2.7622	0	5
114.3	2195.8154	2.759	0	5
114.35	2194.6597	2.7543	0	5
114.4	2192.8805	2.7481	0	5
114.45	2191.3034	2.7395	0	5
114.5	2188.6918	2.7305	0	5
114.55	2186.896	2.7236	0	5
114.6	2185.5422	2.7174	0	5
114.65	2183.1918	2.7135	0	5
114.7	2181.3242	2.7089	0	5
114.75	2179.0589	2.7017	0	5
114.8	2176.5921	2.6943	0	5
114.85	2174.2656	2.6855	0	5
114.9	2172.0355	2.6813	0	5
114.95	2170.136	2.6766	0	5
115	2166.8496	2.6702	0	5
115.05	2163.8151	2.6642	0	5
115.1	2160.6334	2.6571	0	5
115.15	2157.9213	2.6486	0	5
115.2	2155.3015	2.6407	0	5
115.25	2152.4587	2.6342	0	5
115.3	2150.6642	2.6269	0	5
115.35	2148.2932	2.6202	0	5
115.4	2145.589	2.6137	0	5
115.45	2142.9667	2.6088	0	5
115.5	2140.1414	2.6023	0	5
115.55	2137.5629	2.5948	0	5
115.6	2135.09	2.589	0	5
115.65	2132.7595	2.5792	0	5
115.7	2129.8911	2.5729	0	5
115.75	2127.7211	2.5686	0	5
115.8	2125.2286	2.562	0	5
115.85	2122.1309	2.5584	0	5
115.9	2119.3826	2.5492	0	5
115.95	2116.7244	2.5406	0	5
116	2114.3379	2.535	0	5
116.05	2111.48	2.5267	0	5
116.1	2108.5357	2.521	0	5
116.15	2106.1315	2.5155	0	5
116.2	2103.411	2.51	0	5
116.25	2101.1647	2.5033	0	5
116.3	2098.1934	2.4944	0	5
116.35	2095.4292	2.4881	0	5
116.4	2092.9156	2.4811	0	5
116.45	2090.0612	2.4753	0	5
116.5	2087.3061	2.4691	0	5
116.55	2084.3007	2.4606	0	5
116.6	2082.1076	2.451	0	5
116.65	2079.8385	2.4476	0	5
116.7	2077.6991	2.4415	0	5
116.75	2075.2264	2.434	0	5
116.8	2072.4318	2.4305	0	5
116.85	2069.8467	2.4224	0	5
116.9	2067.0232	2.4154	0	5
116.95	2064.3807	2.41	0	5
117	2061.0735	2.4027	0	5
117.05	2058.2987	2.3949	0	5
117.1	2055.9158	2.386	0	5
117.15	2052.9845	2.3815	0	5
117.2	2050.7926	2.376	0	5
117.25	2048.0614	2.366	0	5
117.3	2045.3898	2.3606	0	5
117.35	2043.1287	2.3541	0	5
117.4	2040.4553	2.3481	0	5
117.45	2038.4587	2.3433	0	5
117.5	2035.5604	2.3362	0	5
117.55	2032.5852	2.3311	0	5
117.6	2030.0234	2.3218	0	5
117.65	2027.0189	2.3163	0	5
117.7	2024.5671	2.3113	0	5
117.75	2021.1301	2.3035	0	5
117.8	2018.3623	2.2939	0	5
117.85	2015.7052	2.2848	0	5
117.9	2012.8574	2.2803	0	5
117.95	2010.844	2.2742	0	5
118	2008.0457	2.2669	0	5
118.05	2005.641	2.2614	0	5
118.1	2002.8295	2.2554	0	5
118.15	2000.2654	2.2471	0	5
118.2	1997.9689	2.2412	0	5
118.25	1995.129	2.237	0	5
118.3	1992.6193	2.2289	0	5
118.35	1989.9322	2.2224	0	5
118.4	1987.1355	2.2157	0	5
118.45	1984.3195	2.2094	0	5
118.5	1981.2742	2.2023	0	5
118.55	1978.2884	2.1958	0	5
118.6	1975.4548	2.1916	0	5
118.65	1972.7866	2.1829	0	5
118.7	1969.2926	2.1737	0	5
118.75	1967.0188	2.167	0	5
118.8	1965.037	2.1603	0	5
118.85	1962.3079	2.1552	0	5
118.9	1959.8543	2.1481	0	5
118.95	1956.9528	2.1411	0	5
119	1954.6492	2.1362	0	5
119.05	1951.9512	2.1272	0	5
119.1	1948.9606	2.1185	0	5
119.15	1946.7412	2.1126	0	5
119.2	1944.5341	2.1087	0	5
119.25	1942.0034	2.1046	0	5
119.3	1938.7829	2.0952	0	5
119.35	1936.1335	2.0888	0	5
119.4	1933.4612	2.0847	0	5
119.45	1930.3719	2.0776	0	5
119.5	1927.6052	2.07	0	5
119.55	1924.2239	2.0596	0	5
119.6	1921.3369	2.052	0	5
119.65	1919.2303	2.0461	0	5
119.7	1916.9404	2.0398	0	5
119.75	1914.3131	2.0347	0	5
119.8	1911.88	2.0288	0	5
119.85	1909.7723	2.0214	0	5
119.9	1906.8361	2.0154	0	5
119.95	1904.1176	2.008	0	5
120	1901.576	1.9998	0	5
120.05	1898.7188	1.9965	0	5
120.1	1896.4002	1.9913	0	5
120.15	1893.0168	1.9827	0	5
120.2	1890.2407	1.9753	0	5
120.25	1887.6015	1.9679	0	5
120.3	1884.6459	1.9625	0	5
120.35	1882.0298	1.9516	0	5
120.4	1879.2453	1.9468	0	5
120.45	1876.9961	1.9418	0	5
120.5	1874.1248	1.9345	0	5
120.55	1871.4094	1.9311	0	5
120.6	1868.7435	1.9245	0	5
120.65	1865.5746	1.9177	0	5
120.7	1862.7354	1.9122	0	5
120.75	1859.3801	1.9041	0	5
120.8	1856.3346	1.8954	0	5
120.85	1853.4089	1.8872	0	5
120.9	1850.5029	1.8801	0	5
120.95	1848.0769	1.8735	0	5
121	1845.4578	1.8674	0	5
121.05	1843.2644	1.8645	0	5
121.1	1840.3379	1.8589	0	5
121.15	1837.2622	1.8472	0	5
121.2	1834.767	1.8405	0	5
121.25	1832.0855	1.8353	0	5
121.3	1829.3151	1.8269	0	5
121.35	1825.998	1.8216	0	5
121.4	1823.9546	1.8148	0	5
121.45	1821.5894	1.808	0	5
121.5	1818.488	1.8018	0	5
121.55	1815.7374	1.7963	0	5
121.6	1812.9635	1.7895	0	5
121.65	1810.2492	1.78	0	5
121.7	1807.3467	1.7714	0	5
121.75	1805.1267	1.7661	0	5
121.8	1803.3932	1.762	0	5
121.85	1800.6577	1.7577	0	5
121.9	1797.8788	1.7513	0	5
121.95	1794.5622	1.745	0	5
122	1791.161	1.735	0	5
122.05	1788.1212	1.7279	0	5
122.1	1785.4898	1.7244	0	5
122.15	1782.6418	1.7169	0	5
122.2	1779.4305	1.7084	0	5
122.25	1777.1065	1.7006	0	5
122.3	1774.495	1.6932	0	5
122.35	1772.1423	1.6878	0	5
122.4	1769.6261	1.6836	0	5
122.45	1766.6127	1.6777	0	5
122.5	1764.0912	1.6684	0	5
122.55	1760.8081	1.6588	0	5
122.6	1757.9042	1.6558	0	5
122.65	1755.1286	1.6513	0	5
122.7	1752.4996	1.6409	0	5
122.75	1750.0288	1.6339	0	5
122.8	1746.3125	1.6287	0	5
122.85	1743.6619	1.6223	0	5
122.9	1741.3724	1.616	0	5
122.95	1738.4706	1.6092	0	5
123	1735.1971	1.6065	0	5
123.05	1732.3254	1.5977	0	5
123.1	1729.3361	1.5865	0	5
123.15	1725.5654	1.5799	0	5
123.2	1723.1176	1.5724	0	5
123.25	1721.3146	1.5666	0	5
123.3	1718.9514	1.5626	0	5
123.35	1716.2809	1.5557	0	5
123.4	1713.2976	1.5493	0	5
123.45	1710.7274	1.5429	0	5
123.5	1708.0291	1.5359	0	5
123.55	1705.1777	1.5294	0	5
123.6	1702.4795	1.5224	0	5
123.65	1699.5776	1.5159	0	5
123.7	1697.1134	1.5096	0	5
123.75	1693.9267	1.5038	0	5
123.8	1690.9763	1.4959	0	5
123.85	1687.8038	1.4875	0	5
123.9	1684.7427	1.4797	0	5
123.95	1682.79	1.4741	0	5
124	1680.31	1.468	0	5
124.05	1677.6564	1.4625	0	5
124.1	1674.4994	1.4576	0	5
124.15	1671.6029	1.4516	0	5
124.2	1668.5904	1.4438	0	5
124.25	1665.113	1.4344	0	5
124.3	1662.7127	1.427	0	5
124.35	1660.2655	1.422	0	5
124.4	1657.6535	1.415	0	5
124.45	1654.7839	1.4075	0	5
124.5	1652.0014	1.3989	0	5
124.55	1649.3537	1.3938	0	5
124.6	1646.6553	1.3887	0	5
124.65	1644.7172	1.3797	0	5
124.7	1641.7728	1.3735	0	5
124.75	1639.0091	1.3683	0	5
124.8	1636.7668	1.3632	0	5
124.85	1633.943	1.3574	0	5
124.9	1631.0946	1.3492	0	5
124.95	1627.6535	1.3436	0	5
125	1624.9816	1.3365	0	5
125.05	1622.3002	1.3283	0	5
125.1	1619.0025	1.3241	0	5
125.15	1616.2991	1.3153	0	5
125.2	1613.4456	1.3076	0	5
125.25	1610.8177	1.2997	0	5
125.3	1608.3027	1.294	0	5
125.35	1605.8064	1.2896	0	5
125.4	1602.9432	1.2827	0	5
125.45	1599.8165	1.2747	0	5
125.5	1597.2982	1.2671	0	5
125.55	1594.3578	1.2611	0	5
125.6	1591.8452	1.2554	0	5
125.65	1589.0781	1.2509	0	5
125.7	1586.0532	1.2439	0	5
125.75	1583.1684	1.236	0	5
125.8	1580.0539	1.2296	0	5
125.85	1577.5353	1.2207	0	5
125.9	1574.4926	1.2134	0	5
125.95	1571.6281	1.2072	0	5
126	1569.3078	1.203	0	5
126.05	1566.7141	1.1968	0	5
126.1	1563.936	1.1897	0	5
126.15	1560.5798	1.1856	0	5
126.2	1557.4996	1.1763	0	5
126.25	1554.6332	1.1692	0	5
126.3	1551.4391	1.1649	0	5
126.35	1548.0464	1.1561	0	5
126.4	1544.7313	1.1466	0	5
126.45	1542.5209	1.1374	0	5
126.5	1539.9918	1.1336	0	5
126.55	1537.4689	1.1292	0	5
126.6	1535.0474	1.1213	0	5
126.65	1532.2245	1.118	0	5
126.7	1529.4406	1.1103	0	5
126.75	1525.9264	1.1004	0	5
126.8	1524.0706	1.0954	0	5
126.85	1521.2143	1.0872	0	5
126.9	1517.9092	1.0818	0	5
126.95	1515.8844	1.0761	0	5
127	1513.155	1.07	0	5
127.05	1510.2325	1.0619	0	5
127.1	1506.7349	1.0562	0	5
127.15	1503.9184	1.0478	0	5
127.2	1501.4548	1.0395	0	5
127.25	1498.7577	1.0346	0	5
127.3	1496.4369	1.0302	0	5
127.35	1493.6195	1.0245	0	5
127.4	1490.7383	1.0157	0	5
127.45	1487.4778	1.0094	0	5
127.5	1484.1028	1.004	0	5
127.55	1481.3544	0.9949	0	5
127.6	1478.2126	0.9882	0	5
127.65	1475.4752	0.9826	0	5
127.7	1472.5893	0.9774	0	5
127.75	1469.2512	0.9697	0	5
127.8	1466.4769	0.9604	0	5
127.85	1464.0799	0.9556	0	5
127.9	1461.2802	0.9507	0	5
127.95	1457.3799	0.9438	0	5
128	1454.0342	0.9363	0	5
128.05	1450.9089	0.9278	0	5
128.1	1447.9879	0.9215	0	5
128.15	1445.9497	0.9149	0	5
128.2	1443.1672	0.9073	0	5
128.25	1440.6409	0.9017	0	5
128.3	1437.6094	0.8959	0	5
128.35	1434.9784	0.8895	0	5
128.4	1432.8095	0.8828	0	5
128.45	1429.6167	0.8751	0	5
128.5	1426.843	0.87	0	5
128.55	1423.9521	0.863	0	5
128.6	1420.8528	0.8547	0	5
128.65	1417.7862	0.8484	0	5
128.7	1414.6848	0.8418	0	5
128.75	1412.0035	0.8354	0	5
128.8	1409.3793	0.8274	0	5
128.85	1406.766	0.8205	0	5
128.9	1403.8617	0.8151	0	5
128.95	1401.5593	0.8089	0	5
129	1399.2337	0.8019	0	5
129.05	1396.1295	0.7959	0	5
129.1	1393.1783	0.7905	0	5
129.15	1390.3124	0.7852	0	5
129.2	1387.7865	0.777	0	5
129.25	1384.3426	0.7689	0	5
129.3	1380.731	0.7645	0	5
129.35	1377.9371	0.7564	0	5
129.4	1374.8757	0.749	0	5
129.45	1372.2746	0.742	0	5
129.5	1368.9823	0.7355	0	5
129.55	1366.2417	0.7287	0	5
129.6	1363.2938	0.7211	0	5
129.65	1360.4331	0.7141	0	5
129.7	1358.1191	0.7084	0	5
129.75	1354.9265	0.7015	0	5
129.8	1352.1147	0.6946	0	5
129.85	1349.4634	0.6883	0	5
129.9	1346.3271	0.6824	0	5
129.95	1343.5664	0.6744	0	5
130	1340.7637	0.6669	0	5
130.05	1338.0913	0.6633	0	5
130.1	1334.9426	0.6571	0	5
130.15	1332.3085	0.6484	0	5
130.2	1329.2948	0.6425	0	5
130.25	1325.5911	0.6353	0	5
130.3	1322.8378	0.6285	0	5
130.35	1319.9138	0.6235	0	5
130.4	1316.5956	0.6173	0	5
130.45	1313.4694	0.6122	0	5
130.5	1310.3673	0.6047	0	5
130.55	1306.9012	0.5958	0	5
130.6	1303.672	0.5881	0	5
130.65	1301.3671	0.5814	0	5
130.7	1298.1327	0.5753	0	5
130.75	1295.1288	0.5701	0	5
130.8	1292.4537	0.5634	0	5
130.85	1289.3346	0.5547	0	5
130.9	1286.85	0.5483	0	5
130.95	1283.5106	0.5411	0	5
131	1281.153	0.5346	0	5
131.05	1278.4001	0.5283	0	5
131.1	1275.1016	0.5259	0	5
131.15	1272.4406	0.5187	0	5
131.2	1268.6444	0.5088	0	5
131.25	1265.5393	0.503	0	5
131.3	1262.5327	0.4941	0	5
131.35	1259.7319	0.4868	0	5
131.4	1257.2909	0.4814	0	5
131.45	1254.499	0.4757	0	5
131.5	1251.5826	0.4691	0	5
131.55	1247.9755	0.4604	0	5
131.6	1245.2735	0.4536	0	5
131.65	1242.4263	0.448	0	5
131.7	1239.5882	0.4442	0	5
131.75	1236.9817	0.4391	0	5
131.8	1233.6352	0.4306	0	5
131.85	1230.8571	0.4208	0	5
131.9	1227.1015	0.4164	0	5
131.95	1224.0642	0.41	0	5
132	1221.4895	0.4021	0	5
132.05	1218.3788	0.3975	0	5
132.1	1215.2114	0.393	0	5
132.15	1211.2521	0.3851	0	5
132.2	1207.7985	0.3751	0	5
132.25	1204.8459	0.368	0	5
132.3	1201.9545	0.3626	0	5
132.35	1198.5372	0.3552	0	5
132.4	1195.2433	0.35	0	5
132.45	1192.6536	0.3407	0	5
132.5	1189.1553	0.3337	0	5
132.55	1186.0872	0.3282	0	5
132.6	1183.3523	0.3228	0	5
132.65	1179.9738	0.3183	0	5
132.7	1176.5148	0.3127	0	5
132.75	1172.3332	0.306	0	5
132.8	1168.0311	0.2992	0	5
132.85	1162.3271	0.2924	0	5
132.9	1156.9396	0.2863	0	5
132.95	1153.709	0.2796	0	5
133	1149.8022	0.2716	0	5
133.05	1146.1493	0.2643	0	5
133.1	1141.5769	0.257	0	5
133.15	1137.008	0.2511	0	5
133.2	1133.3871	0.2471	0	5
133.25	1129.0203	0.24	0	5
133.3	1124.1707	0.2314	0	5
133.35	1119.5031	0.2245	0	5
133.4	1115.8469	0.2179	0	5
